;L_ABSATZ3;L_ABSATZ2;WERKS;MATNR
3369;2.68;2.68;81;34
3370;2.68;2.68;81;44
3371;2.8000000000000003;2.8000000000000003;82;29
3372;2.8000000000000003;2.8000000000000003;82;34
3373;2.8000000000000003;2.8000000000000003;82;44
3374;3.5700000000000003;3.5700000000000003;83;29
3375;3.5700000000000003;3.5700000000000003;83;34
3376;3.5700000000000003;3.5700000000000003;83;44
3377;3.4000000000000004;3.4000000000000004;84;29
3378;3.4000000000000004;3.4000000000000004;84;34
3379;3.4000000000000004;3.4000000000000004;84;44
3380;3.0100000000000002;3.0100000000000002;85;29
3381;3.0100000000000002;3.0100000000000002;85;34
3382;3.0100000000000002;3.0100000000000002;85;44
3383;3.1300000000000003;3.1300000000000003;86;29
3384;3.1300000000000003;3.1300000000000003;86;34
3385;3.1300000000000003;3.1300000000000003;86;44
3386;3.0500000000000003;3.0500000000000003;87;29
3387;3.0500000000000003;3.0500000000000003;87;34
3388;3.0500000000000003;3.0500000000000003;87;44
3389;2.87;2.87;88;29
3390;2.87;2.87;88;34
3391;2.87;2.87;88;44
3392;1.0;1.0;89;29
3393;1.0;1.0;89;34
3394;1.0;1.0;89;44
3395;2.67;2.67;90;29
3396;2.67;2.67;90;34
3397;2.67;2.67;90;44
3398;3.37;3.37;91;29
3399;3.37;3.37;91;34
3400;3.37;3.37;91;44
3401;3.14;3.14;92;29
3402;3.14;3.14;92;34
3403;3.14;3.14;92;44
3404;3.2;3.2;93;29
3405;3.2;3.2;93;34
3406;3.2;3.2;93;44
3407;2.47;2.47;94;29
3408;2.47;2.47;94;34
3409;2.47;2.47;94;44
3410;3.1500000000000004;3.1500000000000004;95;29
3411;3.1500000000000004;3.1500000000000004;95;34
3412;3.1500000000000004;3.1500000000000004;95;44
3413;3.5500000000000003;3.5500000000000003;96;29
3414;3.5500000000000003;3.5500000000000003;96;34
3415;3.5500000000000003;3.5500000000000003;96;44
3416;3.18;3.18;97;29
3417;3.18;3.18;97;34
3418;3.18;3.18;97;44
3419;3.06;3.06;98;29
3420;3.06;3.06;98;34
3421;3.06;3.06;98;44
3422;3.0300000000000002;3.0300000000000002;99;29
3423;3.0300000000000002;3.0300000000000002;99;34
3424;3.0300000000000002;3.0300000000000002;99;44
3425;3.2;3.2;100;29
3426;3.2;3.2;100;34
3427;3.2;3.2;100;44
3428;3.0;3.0;101;29
3429;3.0;3.0;101;34
3430;3.0;3.0;101;44
3431;3.04;3.04;102;29
3432;3.04;3.04;102;34
3433;3.04;3.04;102;44
3434;2.1900000000000004;2.1900000000000004;0;46
3435;2.1900000000000004;2.1900000000000004;0;49
3436;3.0100000000000002;3.0100000000000002;1;46
3437;2.91;2.91;2;46
3438;2.91;2.91;2;49
3439;3.12;3.12;3;46
3440;3.12;3.12;3;49
3441;2.75;2.75;4;46
3442;2.75;2.75;4;49
3443;3.31;3.31;5;46
3444;3.31;3.31;5;49
3445;2.91;2.91;6;46
3446;2.91;2.91;6;49
3447;2.99;2.99;7;46
3448;2.99;2.99;7;49
3449;2.9000000000000004;2.9000000000000004;8;46
3450;2.9000000000000004;2.9000000000000004;8;49
3451;2.8400000000000003;2.8400000000000003;9;46
3452;2.8400000000000003;2.8400000000000003;9;49
3453;3.12;3.12;10;46
3454;3.12;3.12;10;49
3455;2.97;2.97;11;46
3456;2.97;2.97;11;49
3457;3.12;3.12;12;46
3458;3.12;3.12;12;49
3459;2.35;2.35;14;46
3460;2.35;2.35;14;49
3461;2.87;2.87;15;46
3462;2.87;2.87;15;49
3463;3.1100000000000003;3.1100000000000003;16;46
3464;3.1100000000000003;3.1100000000000003;16;49
3465;3.22;3.22;17;46
3466;3.22;3.22;17;49
3467;2.99;2.99;18;46
3468;2.99;2.99;18;49
3469;2.8600000000000003;2.8600000000000003;19;46
3470;2.8600000000000003;2.8600000000000003;19;49
3471;3.2600000000000002;3.2600000000000002;20;46
3472;3.2600000000000002;3.2600000000000002;20;49
3473;3.3400000000000003;3.3400000000000003;21;46
3474;3.3400000000000003;3.3400000000000003;21;49
3475;3.0300000000000002;3.0300000000000002;22;46
3476;3.0300000000000002;3.0300000000000002;22;49
3477;3.1;3.1;23;46
3478;3.1;3.1;23;49
3479;3.08;3.08;24;46
3480;3.08;3.08;24;49
3481;2.8600000000000003;2.8600000000000003;25;46
3482;2.8600000000000003;2.8600000000000003;25;49
3483;3.37;3.37;27;46
3484;3.37;3.37;27;49
3485;2.8600000000000003;2.8600000000000003;28;46
3486;2.8600000000000003;2.8600000000000003;28;49
3487;2.67;2.67;29;46
3488;2.67;2.67;29;49
3489;3.17;3.17;30;46
3490;3.17;3.17;30;49
3491;3.12;3.12;31;46
3492;3.12;3.12;31;49
3493;2.95;2.95;32;46
3494;2.95;2.95;32;49
3495;2.72;2.72;33;46
3496;2.72;2.72;33;49
3497;3.17;3.17;34;46
3498;3.17;3.17;34;49
3499;3.0;3.0;35;46
3500;3.0;3.0;35;49
3501;2.8800000000000003;2.8800000000000003;36;46
3502;2.8800000000000003;2.8800000000000003;36;49
3503;3.2;3.2;37;46
3504;3.2;3.2;37;49
3505;2.99;2.99;38;46
3506;2.99;2.99;38;49
3507;3.1300000000000003;3.1300000000000003;39;46
3508;3.1300000000000003;3.1300000000000003;39;49
3509;2.93;2.93;40;46
3510;2.93;2.93;40;49
3511;3.27;3.27;41;46
3512;3.27;3.27;41;49
3513;3.6;3.6;42;46
3514;3.6;3.6;42;49
3515;3.16;3.16;43;46
3516;3.16;3.16;43;49
3517;2.6500000000000004;2.6500000000000004;44;46
3518;2.6500000000000004;2.6500000000000004;44;49
3519;3.3000000000000003;3.3000000000000003;45;46
3520;3.3000000000000003;3.3000000000000003;45;49
3521;2.62;2.62;46;46
3522;2.62;2.62;46;49
3523;2.54;2.54;47;46
3524;2.54;2.54;47;49
3525;3.3400000000000003;3.3400000000000003;48;46
3526;3.3400000000000003;3.3400000000000003;48;49
3527;3.0100000000000002;3.0100000000000002;49;46
3528;3.0100000000000002;3.0100000000000002;49;49
3529;2.93;2.93;50;46
3530;2.93;2.93;50;49
3531;3.12;3.12;51;46
3532;3.12;3.12;51;49
3533;3.04;3.04;52;46
3534;3.04;3.04;52;49
3535;3.31;3.31;53;46
3536;3.31;3.31;53;49
3537;3.0700000000000003;3.0700000000000003;54;46
3538;3.0700000000000003;3.0700000000000003;54;49
3539;3.24;3.24;55;46
3540;3.24;3.24;55;49
3541;3.0100000000000002;3.0100000000000002;56;46
3542;3.0100000000000002;3.0100000000000002;56;49
3543;3.2800000000000002;3.2800000000000002;57;46
3544;3.2800000000000002;3.2800000000000002;57;49
3545;3.31;3.31;58;46
3546;3.31;3.31;58;49
3547;3.46;3.46;59;46
3548;3.46;3.46;59;49
3549;3.0900000000000003;3.0900000000000003;60;46
3550;3.0900000000000003;3.0900000000000003;60;49
3551;3.2300000000000004;3.2300000000000004;61;46
3552;3.2300000000000004;3.2300000000000004;61;49
3553;3.18;3.18;62;46
3554;3.18;3.18;62;49
3555;3.3800000000000003;3.3800000000000003;63;46
3556;3.3800000000000003;3.3800000000000003;63;49
3557;3.54;3.54;64;46
3558;3.54;3.54;64;49
3559;2.79;2.79;65;46
3560;2.79;2.79;65;49
3561;2.85;2.85;66;46
3562;2.85;2.85;66;49
3563;3.24;3.24;67;46
3564;3.24;3.24;67;49
3565;3.48;3.48;68;46
3566;3.48;3.48;68;49
3567;3.4000000000000004;3.4000000000000004;69;46
3568;3.4000000000000004;3.4000000000000004;69;49
3569;3.3600000000000003;3.3600000000000003;70;46
3570;3.3600000000000003;3.3600000000000003;70;49
3571;3.0900000000000003;3.0900000000000003;71;46
3572;3.0900000000000003;3.0900000000000003;71;49
3573;3.22;3.22;72;46
3574;3.22;3.22;72;49
3575;3.3000000000000003;3.3000000000000003;73;46
3576;3.3000000000000003;3.3000000000000003;73;49
3577;3.41;3.41;74;46
3578;3.41;3.41;74;49
3579;3.2;3.2;75;46
3580;3.2;3.2;75;49
3581;3.37;3.37;76;46
3582;3.37;3.37;76;49
3583;3.5;3.5;77;46
3584;3.5;3.5;77;49
3585;3.1900000000000004;3.1900000000000004;78;46
3586;3.1900000000000004;3.1900000000000004;78;49
3587;2.4000000000000004;2.4000000000000004;79;46
3588;2.4000000000000004;2.4000000000000004;79;49
3589;2.92;2.92;80;46
3590;2.92;2.92;80;49
3591;2.68;2.68;81;46
3592;2.68;2.68;81;49
3593;2.8000000000000003;2.8000000000000003;82;46
3594;2.8000000000000003;2.8000000000000003;82;49
3595;3.5700000000000003;3.5700000000000003;83;46
3596;3.5700000000000003;3.5700000000000003;83;49
3597;3.4000000000000004;3.4000000000000004;84;46
3598;3.4000000000000004;3.4000000000000004;84;49
3599;3.0100000000000002;3.0100000000000002;85;46
3600;3.0100000000000002;3.0100000000000002;85;49
3601;3.1300000000000003;3.1300000000000003;86;46
3602;3.1300000000000003;3.1300000000000003;86;49
3603;3.0500000000000003;3.0500000000000003;87;46
3604;3.0500000000000003;3.0500000000000003;87;49
3605;2.87;2.87;88;46
3606;2.87;2.87;88;49
3607;1.0;1.0;89;46
3608;1.0;1.0;89;49
3609;2.67;2.67;90;46
3610;2.67;2.67;90;49
3611;3.37;3.37;91;46
3612;3.37;3.37;91;49
3613;3.14;3.14;92;46
3614;3.14;3.14;92;49
3615;3.2;3.2;93;46
3616;3.2;3.2;93;49
3617;2.47;2.47;94;46
3618;2.47;2.47;94;49
3619;3.1500000000000004;3.1500000000000004;95;46
3620;3.1500000000000004;3.1500000000000004;95;49
3621;3.5500000000000003;3.5500000000000003;96;46
3622;3.5500000000000003;3.5500000000000003;96;49
3623;3.18;3.18;97;46
3624;3.18;3.18;97;49
3625;3.06;3.06;98;46
3626;3.06;3.06;98;49
3627;3.0300000000000002;3.0300000000000002;99;46
3628;3.0300000000000002;3.0300000000000002;99;49
3629;3.2;3.2;100;46
3630;3.2;3.2;100;49
3631;3.0;3.0;101;46
3632;3.0;3.0;101;49
3633;3.04;3.04;102;46
3634;3.04;3.04;102;49
3635;2.1900000000000004;2.1900000000000004;0;12
3636;2.1900000000000004;2.1900000000000004;0;12
3637;2.1900000000000004;2.1900000000000004;0;12
3638;2.1900000000000004;2.1900000000000004;0;12
3639;2.1900000000000004;2.1900000000000004;0;12
3640;2.1900000000000004;2.1900000000000004;0;12
3641;2.1900000000000004;2.1900000000000004;0;12
3642;2.1900000000000004;2.1900000000000004;0;12
3643;2.1900000000000004;2.1900000000000004;0;12
3644;2.1900000000000004;2.1900000000000004;0;12
3645;2.1900000000000004;2.1900000000000004;0;12
3646;2.1900000000000004;2.1900000000000004;0;12
3647;2.1900000000000004;2.1900000000000004;0;4
3648;2.1900000000000004;2.1900000000000004;0;4
3649;2.1900000000000004;2.1900000000000004;0;4
3650;2.1900000000000004;2.1900000000000004;0;4
3651;3.0100000000000002;3.0100000000000002;1;12
3652;3.0100000000000002;3.0100000000000002;1;12
3653;3.0100000000000002;3.0100000000000002;1;12
3654;3.0100000000000002;3.0100000000000002;1;12
3655;3.0100000000000002;3.0100000000000002;1;12
3656;3.0100000000000002;3.0100000000000002;1;12
3657;3.0100000000000002;3.0100000000000002;1;12
3658;3.0100000000000002;3.0100000000000002;1;12
3659;3.0100000000000002;3.0100000000000002;1;12
3660;3.0100000000000002;3.0100000000000002;1;12
3661;3.0100000000000002;3.0100000000000002;1;12
3662;3.0100000000000002;3.0100000000000002;1;12
3663;3.0100000000000002;3.0100000000000002;1;4
3664;3.0100000000000002;3.0100000000000002;1;4
3665;3.0100000000000002;3.0100000000000002;1;4
3666;3.0100000000000002;3.0100000000000002;1;4
3667;2.91;2.91;2;12
3668;2.91;2.91;2;12
3669;2.91;2.91;2;12
3670;2.91;2.91;2;12
3671;2.91;2.91;2;12
3672;2.91;2.91;2;12
3673;2.91;2.91;2;12
3674;2.91;2.91;2;12
3675;2.91;2.91;2;12
3676;2.91;2.91;2;12
3677;2.91;2.91;2;12
3678;2.91;2.91;2;12
3679;2.91;2.91;2;4
3680;2.91;2.91;2;4
3681;2.91;2.91;2;4
3682;2.91;2.91;2;4
3683;3.12;3.12;3;12
3684;3.12;3.12;3;12
3685;3.12;3.12;3;12
3686;3.12;3.12;3;12
3687;3.12;3.12;3;12
3688;3.12;3.12;3;12
3689;3.12;3.12;3;12
3690;3.12;3.12;3;12
3691;3.12;3.12;3;12
3692;3.12;3.12;3;12
3693;3.12;3.12;3;12
3694;3.12;3.12;3;12
3695;3.12;3.12;3;4
3696;3.12;3.12;3;4
3697;3.12;3.12;3;4
3698;3.12;3.12;3;4
3699;2.75;2.75;4;12
3700;2.75;2.75;4;12
3701;2.75;2.75;4;12
3702;2.75;2.75;4;12
3703;2.75;2.75;4;12
3704;2.75;2.75;4;12
3705;2.75;2.75;4;12
3706;2.75;2.75;4;12
3707;2.75;2.75;4;12
3708;2.75;2.75;4;12
3709;2.75;2.75;4;12
3710;2.75;2.75;4;12
3711;2.75;2.75;4;4
3712;2.75;2.75;4;4
3713;2.75;2.75;4;4
3714;2.75;2.75;4;4
3715;3.31;3.31;5;12
3716;3.31;3.31;5;12
3717;3.31;3.31;5;12
3718;3.31;3.31;5;12
3719;3.31;3.31;5;12
3720;3.31;3.31;5;12
3721;3.31;3.31;5;12
3722;3.31;3.31;5;12
3723;3.31;3.31;5;12
3724;3.31;3.31;5;12
3725;3.31;3.31;5;12
3726;3.31;3.31;5;12
3727;3.31;3.31;5;4
3728;3.31;3.31;5;4
3729;3.31;3.31;5;4
3730;3.31;3.31;5;4
3731;2.91;2.91;6;12
3732;2.91;2.91;6;12
3733;2.91;2.91;6;12
3734;2.91;2.91;6;12
3735;2.91;2.91;6;12
3736;2.91;2.91;6;12
3737;2.91;2.91;6;12
3738;2.91;2.91;6;12
3739;2.91;2.91;6;12
3740;2.91;2.91;6;12
3741;2.91;2.91;6;12
3742;2.91;2.91;6;12
3743;2.91;2.91;6;4
3744;2.91;2.91;6;4
3745;2.91;2.91;6;4
3746;2.91;2.91;6;4
3747;2.99;2.99;7;12
3748;2.99;2.99;7;12
3749;2.99;2.99;7;12
3750;2.99;2.99;7;12
3751;2.99;2.99;7;12
3752;2.99;2.99;7;12
3753;2.99;2.99;7;12
3754;2.99;2.99;7;12
3755;2.99;2.99;7;12
3756;2.99;2.99;7;12
3757;2.99;2.99;7;12
3758;2.99;2.99;7;12
3759;2.99;2.99;7;4
3760;2.99;2.99;7;4
3761;2.99;2.99;7;4
3762;2.99;2.99;7;4
3763;2.9000000000000004;2.9000000000000004;8;12
3764;2.9000000000000004;2.9000000000000004;8;12
3765;2.9000000000000004;2.9000000000000004;8;12
3766;2.9000000000000004;2.9000000000000004;8;12
3767;2.9000000000000004;2.9000000000000004;8;12
3768;2.9000000000000004;2.9000000000000004;8;12
3769;2.9000000000000004;2.9000000000000004;8;12
3770;2.9000000000000004;2.9000000000000004;8;12
3771;2.9000000000000004;2.9000000000000004;8;12
3772;2.9000000000000004;2.9000000000000004;8;12
3773;2.9000000000000004;2.9000000000000004;8;12
3774;2.9000000000000004;2.9000000000000004;8;12
3775;2.9000000000000004;2.9000000000000004;8;4
3776;2.9000000000000004;2.9000000000000004;8;4
3777;2.9000000000000004;2.9000000000000004;8;4
3778;2.9000000000000004;2.9000000000000004;8;4
3779;2.8400000000000003;2.8400000000000003;9;12
3780;2.8400000000000003;2.8400000000000003;9;12
3781;2.8400000000000003;2.8400000000000003;9;12
3782;2.8400000000000003;2.8400000000000003;9;12
3783;2.8400000000000003;2.8400000000000003;9;12
3784;2.8400000000000003;2.8400000000000003;9;12
3785;2.8400000000000003;2.8400000000000003;9;12
3786;2.8400000000000003;2.8400000000000003;9;12
3787;2.8400000000000003;2.8400000000000003;9;12
3788;2.8400000000000003;2.8400000000000003;9;12
3789;2.8400000000000003;2.8400000000000003;9;12
3790;2.8400000000000003;2.8400000000000003;9;12
3791;2.8400000000000003;2.8400000000000003;9;4
3792;2.8400000000000003;2.8400000000000003;9;4
3793;2.8400000000000003;2.8400000000000003;9;4
3794;2.8400000000000003;2.8400000000000003;9;4
3795;3.12;3.12;10;12
3796;3.12;3.12;10;12
3797;3.12;3.12;10;12
3798;3.12;3.12;10;12
3799;3.12;3.12;10;12
3800;3.12;3.12;10;12
3801;3.12;3.12;10;12
3802;3.12;3.12;10;12
3803;3.12;3.12;10;12
3804;3.12;3.12;10;12
3805;3.12;3.12;10;12
3806;3.12;3.12;10;12
3807;3.12;3.12;10;4
3808;3.12;3.12;10;4
3809;3.12;3.12;10;4
3810;3.12;3.12;10;4
3811;2.97;2.97;11;12
3812;2.97;2.97;11;12
3813;2.97;2.97;11;12
3814;2.97;2.97;11;12
3815;2.97;2.97;11;12
3816;2.97;2.97;11;12
3817;2.97;2.97;11;12
3818;2.97;2.97;11;12
3819;2.97;2.97;11;12
3820;2.97;2.97;11;12
3821;2.97;2.97;11;12
3822;2.97;2.97;11;12
3823;2.97;2.97;11;4
3824;2.97;2.97;11;4
3825;2.97;2.97;11;4
3826;2.97;2.97;11;4
3827;3.12;3.12;12;12
3828;3.12;3.12;12;12
3829;3.12;3.12;12;12
3830;3.12;3.12;12;12
3831;3.12;3.12;12;12
3832;3.12;3.12;12;12
3833;3.12;3.12;12;12
3834;3.12;3.12;12;12
3835;3.12;3.12;12;12
3836;3.12;3.12;12;12
3837;3.12;3.12;12;12
3838;3.12;3.12;12;12
3839;3.12;3.12;12;4
3840;3.12;3.12;12;4
3841;3.12;3.12;12;4
3842;3.12;3.12;12;4
3843;2.35;2.35;14;12
3844;2.35;2.35;14;12
3845;2.35;2.35;14;12
3846;2.35;2.35;14;12
3847;2.35;2.35;14;12
3848;2.35;2.35;14;12
3849;2.35;2.35;14;12
3850;2.35;2.35;14;12
3851;2.35;2.35;14;12
3852;2.35;2.35;14;12
3853;2.35;2.35;14;12
3854;2.35;2.35;14;12
3855;2.35;2.35;14;4
3856;2.35;2.35;14;4
3857;2.35;2.35;14;4
3858;2.35;2.35;14;4
3859;2.87;2.87;15;12
3860;2.87;2.87;15;12
3861;2.87;2.87;15;12
3862;2.87;2.87;15;12
3863;2.87;2.87;15;12
3864;2.87;2.87;15;12
3865;2.87;2.87;15;12
3866;2.87;2.87;15;12
3867;2.87;2.87;15;12
3868;2.87;2.87;15;12
3869;2.87;2.87;15;12
3870;2.87;2.87;15;12
3871;2.87;2.87;15;4
3872;2.87;2.87;15;4
3873;2.87;2.87;15;4
3874;2.87;2.87;15;4
3875;3.1100000000000003;3.1100000000000003;16;12
3876;3.1100000000000003;3.1100000000000003;16;12
3877;3.1100000000000003;3.1100000000000003;16;12
3878;3.1100000000000003;3.1100000000000003;16;12
3879;3.1100000000000003;3.1100000000000003;16;12
3880;3.1100000000000003;3.1100000000000003;16;12
3881;3.1100000000000003;3.1100000000000003;16;12
3882;3.1100000000000003;3.1100000000000003;16;12
3883;3.1100000000000003;3.1100000000000003;16;12
3884;3.1100000000000003;3.1100000000000003;16;12
3885;3.1100000000000003;3.1100000000000003;16;12
3886;3.1100000000000003;3.1100000000000003;16;12
3887;3.1100000000000003;3.1100000000000003;16;4
3888;3.1100000000000003;3.1100000000000003;16;4
3889;3.1100000000000003;3.1100000000000003;16;4
3890;3.1100000000000003;3.1100000000000003;16;4
3891;3.22;3.22;17;12
3892;3.22;3.22;17;12
3893;3.22;3.22;17;12
3894;3.22;3.22;17;12
3895;3.22;3.22;17;12
3896;3.22;3.22;17;12
3897;3.22;3.22;17;12
3898;3.22;3.22;17;12
3899;3.22;3.22;17;12
3900;3.22;3.22;17;12
3901;3.22;3.22;17;12
3902;3.22;3.22;17;12
3903;3.22;3.22;17;4
3904;3.22;3.22;17;4
3905;3.22;3.22;17;4
3906;3.22;3.22;17;4
3907;2.99;2.99;18;12
3908;2.99;2.99;18;12
3909;2.99;2.99;18;12
3910;2.99;2.99;18;12
3911;2.99;2.99;18;12
3912;2.99;2.99;18;12
3913;2.99;2.99;18;12
3914;2.99;2.99;18;12
3915;2.99;2.99;18;12
3916;2.99;2.99;18;12
3917;2.99;2.99;18;12
3918;2.99;2.99;18;12
3919;2.99;2.99;18;4
3920;2.99;2.99;18;4
3921;2.99;2.99;18;4
3922;2.99;2.99;18;4
3923;2.8600000000000003;2.8600000000000003;19;12
3924;2.8600000000000003;2.8600000000000003;19;12
3925;2.8600000000000003;2.8600000000000003;19;12
3926;2.8600000000000003;2.8600000000000003;19;12
3927;2.8600000000000003;2.8600000000000003;19;12
3928;2.8600000000000003;2.8600000000000003;19;12
3929;2.8600000000000003;2.8600000000000003;19;12
3930;2.8600000000000003;2.8600000000000003;19;12
3931;2.8600000000000003;2.8600000000000003;19;12
3932;2.8600000000000003;2.8600000000000003;19;12
3933;2.8600000000000003;2.8600000000000003;19;12
3934;2.8600000000000003;2.8600000000000003;19;12
3935;2.8600000000000003;2.8600000000000003;19;4
3936;2.8600000000000003;2.8600000000000003;19;4
3937;2.8600000000000003;2.8600000000000003;19;4
3938;2.8600000000000003;2.8600000000000003;19;4
3939;3.2600000000000002;3.2600000000000002;20;12
3940;3.2600000000000002;3.2600000000000002;20;12
3941;3.2600000000000002;3.2600000000000002;20;12
3942;3.2600000000000002;3.2600000000000002;20;12
3943;3.2600000000000002;3.2600000000000002;20;12
3944;3.2600000000000002;3.2600000000000002;20;12
3945;3.2600000000000002;3.2600000000000002;20;12
3946;3.2600000000000002;3.2600000000000002;20;12
3947;3.2600000000000002;3.2600000000000002;20;12
3948;3.2600000000000002;3.2600000000000002;20;12
3949;3.2600000000000002;3.2600000000000002;20;12
3950;3.2600000000000002;3.2600000000000002;20;12
3951;3.2600000000000002;3.2600000000000002;20;4
3952;3.2600000000000002;3.2600000000000002;20;4
3953;3.2600000000000002;3.2600000000000002;20;4
3954;3.2600000000000002;3.2600000000000002;20;4
3955;3.3400000000000003;3.3400000000000003;21;12
3956;3.3400000000000003;3.3400000000000003;21;12
3957;3.3400000000000003;3.3400000000000003;21;12
3958;3.3400000000000003;3.3400000000000003;21;12
3959;3.3400000000000003;3.3400000000000003;21;12
3960;3.3400000000000003;3.3400000000000003;21;12
3961;3.3400000000000003;3.3400000000000003;21;12
3962;3.3400000000000003;3.3400000000000003;21;12
3963;3.3400000000000003;3.3400000000000003;21;12
3964;3.3400000000000003;3.3400000000000003;21;12
3965;3.3400000000000003;3.3400000000000003;21;12
3966;3.3400000000000003;3.3400000000000003;21;12
3967;3.3400000000000003;3.3400000000000003;21;4
3968;3.3400000000000003;3.3400000000000003;21;4
3969;3.3400000000000003;3.3400000000000003;21;4
3970;3.3400000000000003;3.3400000000000003;21;4
3971;3.0300000000000002;3.0300000000000002;22;12
3972;3.0300000000000002;3.0300000000000002;22;12
3973;3.0300000000000002;3.0300000000000002;22;12
3974;3.0300000000000002;3.0300000000000002;22;12
3975;3.0300000000000002;3.0300000000000002;22;12
3976;3.0300000000000002;3.0300000000000002;22;12
3977;3.0300000000000002;3.0300000000000002;22;12
3978;3.0300000000000002;3.0300000000000002;22;12
3979;3.0300000000000002;3.0300000000000002;22;12
3980;3.0300000000000002;3.0300000000000002;22;12
3981;3.0300000000000002;3.0300000000000002;22;12
3982;3.0300000000000002;3.0300000000000002;22;12
3983;3.0300000000000002;3.0300000000000002;22;4
3984;3.0300000000000002;3.0300000000000002;22;4
3985;3.0300000000000002;3.0300000000000002;22;4
3986;3.0300000000000002;3.0300000000000002;22;4
3987;3.1;3.1;23;12
3988;3.1;3.1;23;12
3989;3.1;3.1;23;12
3990;3.1;3.1;23;12
3991;3.1;3.1;23;12
3992;3.1;3.1;23;12
3993;3.1;3.1;23;12
3994;3.1;3.1;23;12
3995;3.1;3.1;23;12
3996;3.1;3.1;23;12
3997;3.1;3.1;23;12
3998;3.1;3.1;23;12
3999;3.1;3.1;23;4
4000;3.1;3.1;23;4
4001;3.1;3.1;23;4
4002;3.1;3.1;23;4
4003;3.08;3.08;24;12
4004;3.08;3.08;24;12
4005;3.08;3.08;24;12
4006;3.08;3.08;24;12
4007;3.08;3.08;24;12
4008;3.08;3.08;24;12
4009;3.08;3.08;24;12
4010;3.08;3.08;24;12
4011;3.08;3.08;24;12
4012;3.08;3.08;24;12
4013;3.08;3.08;24;12
4014;3.08;3.08;24;12
4015;3.08;3.08;24;4
4016;3.08;3.08;24;4
4017;3.08;3.08;24;4
4018;3.08;3.08;24;4
4019;2.8600000000000003;2.8600000000000003;25;12
4020;2.8600000000000003;2.8600000000000003;25;12
4021;2.8600000000000003;2.8600000000000003;25;12
4022;2.8600000000000003;2.8600000000000003;25;12
4023;2.8600000000000003;2.8600000000000003;25;12
4024;2.8600000000000003;2.8600000000000003;25;12
4025;2.8600000000000003;2.8600000000000003;25;12
4026;2.8600000000000003;2.8600000000000003;25;12
4027;2.8600000000000003;2.8600000000000003;25;12
4028;2.8600000000000003;2.8600000000000003;25;12
4029;2.8600000000000003;2.8600000000000003;25;12
4030;2.8600000000000003;2.8600000000000003;25;12
4031;2.8600000000000003;2.8600000000000003;25;4
4032;2.8600000000000003;2.8600000000000003;25;4
4033;2.8600000000000003;2.8600000000000003;25;4
4034;2.8600000000000003;2.8600000000000003;25;4
4035;3.37;3.37;27;12
4036;3.37;3.37;27;12
4037;3.37;3.37;27;12
4038;3.37;3.37;27;12
4039;3.37;3.37;27;12
4040;3.37;3.37;27;12
4041;3.37;3.37;27;12
4042;3.37;3.37;27;12
4043;3.37;3.37;27;12
4044;3.37;3.37;27;12
4045;3.37;3.37;27;12
4046;3.37;3.37;27;12
4047;3.37;3.37;27;4
4048;3.37;3.37;27;4
4049;3.37;3.37;27;4
4050;3.37;3.37;27;4
4051;2.8600000000000003;2.8600000000000003;28;12
4052;2.8600000000000003;2.8600000000000003;28;12
4053;2.8600000000000003;2.8600000000000003;28;12
4054;2.8600000000000003;2.8600000000000003;28;12
4055;2.8600000000000003;2.8600000000000003;28;12
4056;2.8600000000000003;2.8600000000000003;28;12
4057;2.8600000000000003;2.8600000000000003;28;12
4058;2.8600000000000003;2.8600000000000003;28;12
4059;2.8600000000000003;2.8600000000000003;28;12
4060;2.8600000000000003;2.8600000000000003;28;12
4061;2.8600000000000003;2.8600000000000003;28;12
4062;2.8600000000000003;2.8600000000000003;28;12
4063;2.8600000000000003;2.8600000000000003;28;4
4064;2.8600000000000003;2.8600000000000003;28;4
4065;2.8600000000000003;2.8600000000000003;28;4
4066;2.8600000000000003;2.8600000000000003;28;4
4067;2.67;2.67;29;12
4068;2.67;2.67;29;12
4069;2.67;2.67;29;12
4070;2.67;2.67;29;12
4071;2.67;2.67;29;12
4072;2.67;2.67;29;12
4073;2.67;2.67;29;12
4074;2.67;2.67;29;12
4075;2.67;2.67;29;12
4076;2.67;2.67;29;12
4077;2.67;2.67;29;12
4078;2.67;2.67;29;12
4079;2.67;2.67;29;4
4080;2.67;2.67;29;4
4081;2.67;2.67;29;4
4082;2.67;2.67;29;4
4083;3.17;3.17;30;12
4084;3.17;3.17;30;12
4085;3.17;3.17;30;12
4086;3.17;3.17;30;12
4087;3.17;3.17;30;12
4088;3.17;3.17;30;12
4089;3.17;3.17;30;12
4090;3.17;3.17;30;12
4091;3.17;3.17;30;12
4092;3.17;3.17;30;12
4093;3.17;3.17;30;12
4094;3.17;3.17;30;12
4095;3.17;3.17;30;4
4096;3.17;3.17;30;4
4097;3.17;3.17;30;4
4098;3.17;3.17;30;4
4099;3.12;3.12;31;12
4100;3.12;3.12;31;12
4101;3.12;3.12;31;12
4102;3.12;3.12;31;12
4103;3.12;3.12;31;12
4104;3.12;3.12;31;12
4105;3.12;3.12;31;12
4106;3.12;3.12;31;12
4107;3.12;3.12;31;12
4108;3.12;3.12;31;12
4109;3.12;3.12;31;12
4110;3.12;3.12;31;12
4111;3.12;3.12;31;4
4112;3.12;3.12;31;4
4113;3.12;3.12;31;4
